month,day,hour,air_temp_f,cloudcover,pressure,day of week
1,1,0,26.69,1.0,1038.2,0
1,1,1,26.03,1.0,1038.1,0
1,1,2,25.86,1.0,1038.5,0
1,1,3,25.91,1.0,1038.9,0
1,1,4,25.83,1.0,1039.2,0
1,1,5,25.77,1.0,1039.7,0
1,1,6,25.62,1.0,1040.0,0
1,1,7,25.35,1.0,1040.9,0
1,1,8,24.64,0.99,1041.6,0
1,1,9,24.87,1.0,1042.2,0
1,1,10,25.5,0.93,1042.9,0
1,1,11,26.09,0.95,1042.4,0
1,1,12,27.56,0.73,1041.9,0
1,1,13,28.89,0.98,1040.8,0
1,1,14,29.73,1.0,1039.9,0
1,1,15,29.94,1.0,1038.9,0
1,1,16,30.39,1.0,1038.9,0
1,1,17,30.55,1.0,1038.5,0
1,1,18,29.66,1.0,1037.8,0
1,1,19,29.13,1.0,1038.9,0
1,1,20,29.1,1.0,1038.5,0
1,1,21,29.02,1.0,1038.8,0
1,1,22,28.91,1.0,1038.7,0
1,1,23,28.9,1.0,1038.4,0
1,2,0,28.85,1.0,1038.0,1
1,2,1,28.72,1.0,1037.3,1
1,2,2,28.7,1.0,1037.4,1
1,2,3,28.62,1.0,1037.0,1
1,2,4,28.49,1.0,1036.7,1
1,2,5,28.11,1.0,1036.6,1
1,2,6,27.98,1.0,1036.4,1
1,2,7,27.93,1.0,1036.6,1
1,2,8,27.96,1.0,1036.9,1
1,2,9,28.23,1.0,1037.1,1
1,2,10,29.02,1.0,1036.9,1
1,2,11,30.02,1.0,1036.8,1
1,2,12,30.63,1.0,1036.0,1
1,2,13,31.03,1.0,1034.3,1
1,2,14,31.27,1.0,1033.0,1
1,2,15,31.09,1.0,1033.0,1
1,2,16,30.07,1.0,1033.6,1
1,2,17,28.88,1.0,1033.8,1
1,2,18,28.82,1.0,1033.8,1
1,2,19,28.6,1.0,1034.4,1
1,2,20,28.31,1.0,1034.6,1
1,2,21,27.86,1.0,1035.1,1
1,2,22,27.48,1.0,1035.2,1
1,2,23,26.99,0.99,1035.3,1
1,3,0,26.3,0.65,1034.8,2
1,3,1,24.71,0.0,1034.5,2
1,3,2,23.79,0.0,1034.1,2
1,3,3,22.6,0.0,1033.7,2
1,3,4,22.63,0.0,1033.7,2
1,3,5,22.77,0.0,1033.6,2
1,3,6,21.73,0.0,1033.6,2
1,3,7,20.88,0.0,1033.3,2
1,3,8,21.72,0.0,1033.6,2
1,3,9,27.6,0.0,1033.5,2
1,3,10,32.72,0.0,1033.6,2
1,3,11,38.11,0.0,1033.2,2
1,3,12,42.6,0.0,1032.1,2
1,3,13,48.13,0.0,1030.4,2
1,3,14,51.64,0.0,1029.0,2
1,3,15,53.67,0.0,1028.1,2
1,3,16,55.27,0.0,1027.6,2
1,3,17,54.95,0.0,1027.3,2
1,3,18,50.85,0.0,1027.7,2
1,3,19,44.94,0.0,1028.5,2
1,3,20,42.04,0.0,1028.5,2
1,3,21,38.9,0.0,1029.0,2
1,3,22,36.77,0.0,1028.8,2
1,3,23,35.54,0.0,1029.2,2
1,4,0,33.38,0.0,1028.5,3
1,4,1,32.08,0.0,1028.8,3
1,4,2,31.07,0.0,1028.1,3
1,4,3,30.07,0.0,1028.3,3
1,4,4,29.34,0.0,1028.3,3
1,4,5,29.29,0.0,1028.5,3
1,4,6,29.4,0.0,1028.6,3
1,4,7,28.48,0.0,1029.4,3
1,4,8,28.42,0.0,1029.2,3
1,4,9,33.6,0.0,1029.8,3
1,4,10,43.23,0.0,1030.1,3
1,4,11,48.06,0.0,1029.7,3
1,4,12,50.85,0.0,1029.2,3
1,4,13,52.7,0.0,1028.2,3
1,4,14,54.17,0.0,1027.1,3
1,4,15,54.46,0.0,1026.7,3
1,4,16,53.96,0.0,1026.7,3
1,4,17,53.1,0.0,1026.7,3
1,4,18,51.06,0.0,1027.0,3
1,4,19,48.67,0.27,1027.2,3
1,4,20,47.31,0.0,1027.6,3
1,4,21,46.25,0.0,1027.7,3
1,4,22,46.05,0.02,1027.8,3
1,4,23,44.99,0.36,1028.0,3
1,5,0,44.91,0.96,1028.1,4
1,5,1,45.27,0.83,1027.7,4
1,5,2,44.93,0.75,1027.7,4
1,5,3,44.21,0.29,1027.7,4
1,5,4,44.18,1.0,1027.7,4
1,5,5,43.39,1.0,1028.0,4
1,5,6,43.1,0.98,1028.1,4
1,5,7,42.91,1.0,1028.5,4
1,5,8,43.16,0.81,1028.5,4
1,5,9,45.19,0.98,1029.3,4
1,5,10,48.78,0.69,1029.8,4
1,5,11,51.6,0.47,1030.1,4
1,5,12,55.26,0.23,1029.1,4
1,5,13,58.21,0.13,1027.5,4
1,5,14,59.77,0.02,1026.4,4
1,5,15,60.43,0.0,1025.9,4
1,5,16,60.65,0.0,1026.0,4
1,5,17,59.09,0.0,1025.4,4
1,5,18,54.83,0.0,1025.5,4
1,5,19,50.28,0.0,1025.8,4
1,5,20,47.35,0.0,1026.7,4
1,5,21,47.25,0.0,1027.0,4
1,5,22,46.08,0.0,1026.6,4
1,5,23,46.97,0.0,1026.6,4
1,6,0,46.03,0.0,1026.5,5
1,6,1,44.13,0.0,1026.5,5
1,6,2,42.92,0.0,1026.9,5
1,6,3,41.36,0.0,1026.5,5
1,6,4,39.93,0.0,1026.7,5
1,6,5,39.22,0.0,1026.9,5
1,6,6,40.2,0.97,1027.3,5
1,6,7,41.46,1.0,1027.1,5
1,6,8,42.39,1.0,1027.3,5
1,6,9,44.3,1.0,1028.4,5
1,6,10,47.36,1.0,1029.0,5
1,6,11,51.54,1.0,1029.0,5
1,6,12,57.02,0.6,1027.7,5
1,6,13,61.06,0.57,1026.6,5
1,6,14,61.74,0.94,1025.5,5
1,6,15,61.81,1.0,1025.1,5
1,6,16,62.35,1.0,1024.6,5
1,6,17,62.13,1.0,1024.4,5
1,6,18,59.54,0.83,1024.0,5
1,6,19,56.62,0.75,1023.7,5
1,6,20,55.22,0.82,1023.8,5
1,6,21,56.34,0.75,1023.5,5
1,6,22,56.57,1.0,1023.4,5
1,6,23,55.35,0.75,1023.4,5
1,7,0,54.6,0.77,1022.6,6
1,7,1,54.2,1.0,1021.9,6
1,7,2,54.1,1.0,1021.3,6
1,7,3,54.11,1.0,1020.7,6
1,7,4,54.27,1.0,1019.9,6
1,7,5,54.61,1.0,1019.2,6
1,7,6,54.79,1.0,1018.4,6
1,7,7,54.86,1.0,1018.5,6
1,7,8,54.99,1.0,1018.4,6
1,7,9,55.55,1.0,1018.5,6
1,7,10,59.0,1.0,1018.0,6
1,7,11,61.77,1.0,1017.1,6
1,7,12,65.31,1.0,1015.7,6
1,7,13,66.59,1.0,1013.6,6
1,7,14,66.53,1.0,1013.0,6
1,7,15,66.57,1.0,1012.4,6
1,7,16,66.64,1.0,1012.1,6
1,7,17,66.42,0.58,1012.0,6
1,7,18,65.64,1.0,1012.6,6
1,7,19,64.28,1.0,1013.2,6
1,7,20,62.48,0.99,1013.8,6
1,7,21,61.04,0.75,1014.3,6
1,7,22,59.01,0.01,1014.1,6
1,7,23,58.38,0.0,1014.4,6
1,8,0,57.12,0.03,1015.6,0
1,8,1,55.4,0.0,1016.1,0
1,8,2,54.59,0.0,1016.8,0
1,8,3,53.61,0.0,1016.9,0
1,8,4,52.32,0.0,1017.7,0
1,8,5,51.31,0.0,1018.2,0
1,8,6,51.52,0.0,1019.2,0
1,8,7,50.07,0.0,1020.3,0
1,8,8,49.07,0.0,1020.8,0
1,8,9,51.46,0.0,1021.7,0
1,8,10,55.76,0.0,1022.3,0
1,8,11,58.84,0.0,1022.4,0
1,8,12,61.98,0.0,1021.7,0
1,8,13,63.81,0.0,1020.7,0
1,8,14,65.37,0.0,1019.8,0
1,8,15,66.63,0.0,1019.5,0
1,8,16,66.97,0.0,1019.5,0
1,8,17,66.49,0.0,1019.9,0
1,8,18,62.22,0.0,1020.1,0
1,8,19,56.68,0.0,1020.5,0
1,8,20,53.26,0.0,1021.2,0
1,8,21,50.74,0.0,1021.8,0
1,8,22,48.82,0.0,1022.0,0
1,8,23,47.15,0.0,1021.9,0
1,9,0,45.49,0.0,1021.6,1
1,9,1,44.46,0.0,1021.7,1
1,9,2,43.35,0.0,1021.7,1
1,9,3,41.89,0.0,1021.6,1
1,9,4,40.65,0.0,1021.5,1
1,9,5,39.9,0.0,1021.2,1
1,9,6,38.9,0.0,1021.0,1
1,9,7,37.84,0.0,1021.5,1
1,9,8,37.61,0.0,1021.8,1
1,9,9,44.97,0.0,1022.3,1
1,9,10,50.76,0.0,1022.5,1
1,9,11,56.6,0.0,1022.2,1
1,9,12,60.74,0.0,1020.8,1
1,9,13,64.72,0.0,1019.1,1
1,9,14,66.91,0.0,1017.8,1
1,9,15,69.55,0.0,1016.7,1
1,9,16,69.65,0.0,1016.3,1
1,9,17,68.06,0.0,1016.3,1
1,9,18,63.17,0.0,1016.4,1
1,9,19,59.37,0.0,1016.7,1
1,9,20,55.65,0.0,1017.3,1
1,9,21,53.79,0.0,1017.1,1
1,9,22,52.32,0.0,1017.3,1
1,9,23,50.94,0.0,1017.3,1
1,10,0,49.54,0.0,1016.9,2
1,10,1,48.14,0.05,1016.4,2
1,10,2,47.72,0.99,1015.7,2
1,10,3,47.59,1.0,1015.4,2
1,10,4,47.66,1.0,1015.4,2
1,10,5,47.82,1.0,1014.8,2
1,10,6,48.02,1.0,1015.0,2
1,10,7,48.46,1.0,1015.5,2
1,10,8,48.9,1.0,1015.2,2
1,10,9,50.16,1.0,1015.2,2
1,10,10,51.97,1.0,1015.6,2
1,10,11,54.48,1.0,1015.1,2
1,10,12,57.4,1.0,1014.1,2
1,10,13,61.31,1.0,1011.7,2
1,10,14,64.83,0.76,1009.9,2
1,10,15,67.86,0.33,1007.6,2
1,10,16,69.31,0.17,1007.5,2
1,10,17,68.9,0.0,1006.4,2
1,10,18,66.15,0.02,1006.3,2
1,10,19,64.15,0.05,1007.4,2
1,10,20,62.53,0.65,1007.6,2
1,10,21,61.51,0.4,1007.8,2
1,10,22,61.0,0.76,1007.8,2
1,10,23,61.25,1.0,1009.7,2
1,11,0,61.53,1.0,1009.7,3
1,11,1,60.01,1.0,1008.9,3
1,11,2,59.43,0.95,1008.5,3
1,11,3,58.75,0.56,1007.2,3
1,11,4,58.04,0.75,1007.0,3
1,11,5,57.83,1.0,1006.8,3
1,11,6,57.5,0.84,1007.2,3
1,11,7,57.84,1.0,1007.9,3
1,11,8,58.5,1.0,1008.5,3
1,11,9,60.24,1.0,1009.0,3
1,11,10,62.96,1.0,1009.5,3
1,11,11,67.24,0.77,1009.6,3
1,11,12,69.21,0.72,1009.0,3
1,11,13,69.58,0.54,1008.8,3
1,11,14,66.3,0.64,1009.3,3
1,11,15,59.56,0.7,1011.5,3
1,11,16,52.63,0.2,1013.8,3
1,11,17,47.22,0.56,1016.6,3
1,11,18,45.7,0.75,1018.3,3
1,11,19,46.31,0.26,1019.7,3
1,11,20,47.45,0.0,1020.2,3
1,11,21,46.98,0.0,1021.1,3
1,11,22,46.23,0.0,1022.0,3
1,11,23,45.2,0.0,1022.6,3
1,12,0,43.74,0.0,1022.8,4
1,12,1,42.34,0.0,1022.9,4
1,12,2,40.63,0.0,1022.9,4
1,12,3,39.18,0.0,1023.7,4
1,12,4,37.65,0.0,1024.4,4
1,12,5,36.59,0.0,1025.1,4
1,12,6,35.46,0.0,1025.6,4
1,12,7,34.35,0.0,1026.3,4
1,12,8,33.71,0.0,1027.4,4
1,12,9,36.85,0.0,1027.9,4
1,12,10,40.36,0.0,1028.6,4
1,12,11,43.8,0.0,1028.6,4
1,12,12,47.58,0.0,1027.4,4
1,12,13,51.23,0.0,1025.6,4
1,12,14,53.51,0.0,1024.0,4
1,12,15,54.76,0.0,1023.6,4
1,12,16,55.22,0.0,1023.5,4
1,12,17,53.6,0.0,1024.0,4
1,12,18,50.53,0.0,1025.0,4
1,12,19,46.27,0.0,1025.7,4
1,12,20,44.17,0.0,1026.5,4
1,12,21,42.45,0.0,1027.5,4
1,12,22,41.28,0.0,1028.5,4
1,12,23,40.08,0.0,1029.7,4
1,13,0,38.49,0.0,1030.3,5
1,13,1,37.12,0.0,1030.5,5
1,13,2,35.72,0.0,1031.0,5
1,13,3,34.56,0.0,1031.8,5
1,13,4,33.1,0.0,1032.6,5
1,13,5,32.05,0.0,1033.1,5
1,13,6,31.65,0.0,1033.9,5
1,13,7,31.35,0.0,1035.3,5
1,13,8,31.14,0.0,1036.1,5
1,13,9,34.15,0.0,1037.0,5
1,13,10,36.75,0.0,1037.8,5
1,13,11,40.44,0.0,1038.3,5
1,13,12,43.76,0.0,1037.5,5
1,13,13,46.94,0.0,1036.0,5
1,13,14,49.91,0.0,1035.1,5
1,13,15,51.42,0.0,1034.5,5
1,13,16,52.05,0.0,1034.0,5
1,13,17,51.43,0.0,1033.8,5
1,13,18,48.13,0.0,1034.2,5
1,13,19,43.85,0.0,1034.2,5
1,13,20,41.29,0.0,1034.5,5
1,13,21,39.69,0.0,1034.8,5
1,13,22,39.02,0.0,1035.2,5
1,13,23,35.85,0.0,1035.1,5
1,14,0,34.55,0.0,1034.9,6
1,14,1,31.87,0.0,1034.5,6
1,14,2,31.44,0.0,1033.8,6
1,14,3,30.8,0.0,1033.3,6
1,14,4,30.62,0.0,1033.2,6
1,14,5,30.42,0.0,1033.2,6
1,14,6,30.48,0.0,1033.3,6
1,14,7,30.6,0.0,1033.9,6
1,14,8,29.91,0.0,1034.3,6
1,14,9,37.41,0.0,1034.4,6
1,14,10,42.3,0.0,1035.4,6
1,14,11,47.54,0.0,1035.3,6
1,14,12,51.65,0.0,1033.6,6
1,14,13,56.06,0.0,1032.2,6
1,14,14,58.17,0.0,1030.5,6
1,14,15,59.66,0.0,1029.8,6
1,14,16,60.69,0.0,1029.5,6
1,14,17,59.96,0.0,1028.9,6
1,14,18,56.51,0.0,1028.9,6
1,14,19,51.31,0.0,1029.0,6
1,14,20,48.03,0.0,1029.2,6
1,14,21,46.09,0.0,1029.6,6
1,14,22,46.33,0.0,1029.6,6
1,14,23,45.55,0.0,1029.6,6
1,15,0,44.18,0.0,1029.8,0
1,15,1,42.79,0.0,1028.9,0
1,15,2,41.46,0.0,1028.3,0
1,15,3,40.45,0.0,1027.8,0
1,15,4,39.95,0.0,1027.4,0
1,15,5,39.2,0.0,1026.9,0
1,15,6,38.83,0.47,1026.6,0
1,15,7,39.98,0.47,1026.7,0
1,15,8,41.47,0.5,1026.9,0
1,15,9,44.66,0.74,1027.2,0
1,15,10,51.04,0.75,1027.3,0
1,15,11,56.94,0.92,1027.4,0
1,15,12,62.06,0.97,1026.1,0
1,15,13,65.47,0.75,1024.2,0
1,15,14,66.27,0.94,1022.9,0
1,15,15,67.36,1.0,1022.5,0
1,15,16,67.15,0.76,1022.6,0
1,15,17,66.44,1.0,1022.8,0
1,15,18,64.19,1.0,1023.2,0
1,15,19,62.41,1.0,1024.1,0
1,15,20,60.68,0.84,1024.8,0
1,15,21,59.42,1.0,1025.9,0
1,15,22,45.75,1.0,1028.4,0
1,15,23,40.34,1.0,1030.9,0
1,16,0,38.25,1.0,1032.6,1
1,16,1,36.05,1.0,1033.9,1
1,16,2,32.88,1.0,1034.8,1
1,16,3,31.83,1.0,1035.4,1
1,16,4,30.18,1.0,1036.1,1
1,16,5,28.59,1.0,1036.6,1
1,16,6,27.74,1.0,1037.5,1
1,16,7,26.72,1.0,1038.3,1
1,16,8,26.53,1.0,1039.3,1
1,16,9,26.23,1.0,1040.3,1
1,16,10,26.04,1.0,1041.8,1
1,16,11,26.23,1.0,1042.1,1
1,16,12,26.49,1.0,1041.8,1
1,16,13,26.77,1.0,1040.8,1
1,16,14,27.17,1.0,1040.0,1
1,16,15,28.07,1.0,1040.1,1
1,16,16,28.06,1.0,1039.9,1
1,16,17,28.39,1.0,1040.1,1
1,16,18,27.47,1.0,1040.0,1
1,16,19,26.54,1.0,1041.3,1
1,16,20,26.63,1.0,1041.6,1
1,16,21,26.95,1.0,1041.9,1
1,16,22,27.46,1.0,1041.9,1
1,16,23,27.72,1.0,1042.1,1
1,17,0,26.59,0.92,1041.9,2
1,17,1,25.23,0.13,1041.8,2
1,17,2,23.95,0.13,1041.7,2
1,17,3,22.05,0.0,1042.6,2
1,17,4,20.32,0.0,1042.9,2
1,17,5,19.06,0.0,1043.0,2
1,17,6,18.0,0.0,1042.7,2
1,17,7,17.4,0.0,1042.9,2
1,17,8,17.27,0.0,1043.1,2
1,17,9,20.98,0.0,1043.1,2
1,17,10,24.07,0.0,1043.4,2
1,17,11,27.31,0.0,1043.2,2
1,17,12,30.31,0.0,1041.9,2
1,17,13,32.7,0.0,1040.3,2
1,17,14,34.69,0.0,1039.1,2
1,17,15,36.09,0.0,1038.7,2
1,17,16,36.62,0.0,1038.3,2
1,17,17,35.8,0.0,1038.1,2
1,17,18,33.68,0.0,1037.9,2
1,17,19,31.37,0.0,1038.4,2
1,17,20,29.73,0.0,1038.7,2
1,17,21,29.24,0.64,1038.8,2
1,17,22,28.86,0.45,1038.5,2
1,17,23,28.21,0.18,1038.1,2
1,18,0,27.47,0.52,1037.1,3
1,18,1,27.61,0.84,1036.6,3
1,18,2,28.5,0.84,1036.3,3
1,18,3,28.77,1.0,1035.9,3
1,18,4,29.29,1.0,1035.8,3
1,18,5,29.96,1.0,1035.5,3
1,18,6,30.51,1.0,1035.1,3
1,18,7,30.74,1.0,1035.2,3
1,18,8,31.28,1.0,1035.2,3
1,18,9,31.84,1.0,1035.3,3
1,18,10,32.85,1.0,1036.0,3
1,18,11,34.2,1.0,1035.8,3
1,18,12,36.51,1.0,1034.9,3
1,18,13,39.49,1.0,1032.9,3
1,18,14,41.71,1.0,1031.3,3
1,18,15,43.38,1.0,1030.8,3
1,18,16,44.34,1.0,1030.1,3
1,18,17,44.12,1.0,1029.9,3
1,18,18,43.7,1.0,1029.8,3
1,18,19,43.31,1.0,1029.9,3
1,18,20,42.54,1.0,1029.9,3
1,18,21,41.67,1.0,1029.6,3
1,18,22,40.51,0.94,1029.1,3
1,18,23,39.46,0.72,1028.7,3
1,19,0,39.35,0.78,1028.4,4
1,19,1,39.72,1.0,1027.8,4
1,19,2,39.92,1.0,1027.4,4
1,19,3,39.96,1.0,1026.7,4
1,19,4,40.02,1.0,1026.2,4
1,19,5,40.38,1.0,1025.8,4
1,19,6,40.47,1.0,1025.5,4
1,19,7,40.64,1.0,1025.8,4
1,19,8,40.74,1.0,1025.5,4
1,19,9,41.57,1.0,1025.6,4
1,19,10,43.91,1.0,1025.7,4
1,19,11,46.24,1.0,1025.6,4
1,19,12,47.22,1.0,1024.7,4
1,19,13,47.64,1.0,1023.0,4
1,19,14,49.42,1.0,1021.5,4
1,19,15,51.0,1.0,1020.6,4
1,19,16,52.71,1.0,1019.8,4
1,19,17,53.27,1.0,1019.4,4
1,19,18,52.98,1.0,1019.0,4
1,19,19,52.27,1.0,1019.1,4
1,19,20,51.53,1.0,1019.3,4
1,19,21,51.32,1.0,1019.4,4
1,19,22,51.33,1.0,1019.5,4
1,19,23,51.4,1.0,1019.5,4
1,20,0,51.91,1.0,1019.2,5
1,20,1,52.26,1.0,1018.9,5
1,20,2,52.07,1.0,1018.3,5
1,20,3,52.15,1.0,1017.9,5
1,20,4,52.56,1.0,1017.6,5
1,20,5,52.99,1.0,1017.2,5
1,20,6,52.91,1.0,1017.0,5
1,20,7,53.27,1.0,1017.2,5
1,20,8,53.13,1.0,1017.6,5
1,20,9,54.12,1.0,1018.3,5
1,20,10,55.75,1.0,1018.8,5
1,20,11,58.08,1.0,1018.7,5
1,20,12,60.75,1.0,1017.8,5
1,20,13,63.67,0.93,1016.7,5
1,20,14,64.44,0.43,1015.7,5
1,20,15,64.45,0.98,1015.2,5
1,20,16,63.58,0.96,1014.9,5
1,20,17,62.71,0.98,1015.4,5
1,20,18,61.68,1.0,1015.3,5
1,20,19,60.49,1.0,1015.5,5
1,20,20,58.83,1.0,1015.5,5
1,20,21,56.56,0.85,1015.6,5
1,20,22,56.11,1.0,1015.9,5
1,20,23,56.68,1.0,1016.0,5
1,21,0,58.45,1.0,1015.6,6
1,21,1,60.43,1.0,1014.7,6
1,21,2,61.33,1.0,1014.3,6
1,21,3,62.58,1.0,1014.0,6
1,21,4,63.52,1.0,1013.3,6
1,21,5,64.48,1.0,1013.2,6
1,21,6,64.65,1.0,1012.6,6
1,21,7,64.96,1.0,1012.8,6
1,21,8,64.86,1.0,1013.1,6
1,21,9,65.61,1.0,1013.5,6
1,21,10,66.52,1.0,1013.8,6
1,21,11,67.63,1.0,1013.7,6
1,21,12,69.1,1.0,1012.5,6
1,21,13,69.46,1.0,1011.0,6
1,21,14,70.13,1.0,1009.6,6
1,21,15,70.92,1.0,1009.1,6
1,21,16,70.52,1.0,1009.2,6
1,21,17,69.54,0.98,1009.2,6
1,21,18,68.6,0.75,1009.8,6
1,21,19,66.73,0.61,1010.0,6
1,21,20,65.3,0.58,1010.7,6
1,21,21,64.5,0.21,1011.3,6
1,21,22,63.84,0.69,1011.9,6
1,21,23,63.58,0.76,1013.0,6
1,22,0,62.37,0.75,1013.2,0
1,22,1,60.25,0.96,1013.7,0
1,22,2,57.6,0.75,1013.9,0
1,22,3,55.54,0.05,1014.1,0
1,22,4,53.76,0.0,1014.8,0
1,22,5,52.47,0.0,1015.8,0
1,22,6,50.8,0.0,1016.6,0
1,22,7,48.9,0.0,1017.7,0
1,22,8,46.67,0.0,1018.6,0
1,22,9,50.59,0.0,1019.6,0
1,22,10,53.58,0.0,1020.6,0
1,22,11,57.02,0.0,1021.1,0
1,22,12,59.87,0.0,1020.2,0
1,22,13,61.39,0.0,1018.8,0
1,22,14,62.64,0.0,1018.0,0
1,22,15,63.41,0.0,1017.9,0
1,22,16,63.36,0.0,1018.1,0
1,22,17,62.62,0.0,1018.7,0
1,22,18,59.86,0.0,1019.6,0
1,22,19,54.14,0.0,1020.3,0
1,22,20,52.43,0.0,1020.9,0
1,22,21,49.84,0.0,1021.6,0
1,22,22,47.36,0.0,1021.8,0
1,22,23,45.97,0.0,1022.1,0
1,23,0,43.91,0.0,1022.1,1
1,23,1,41.89,0.0,1022.6,1
1,23,2,40.01,0.0,1022.7,1
1,23,3,38.12,0.0,1022.9,1
1,23,4,37.6,0.0,1023.1,1
1,23,5,37.06,0.0,1023.4,1
1,23,6,36.56,0.0,1024.3,1
1,23,7,36.23,0.0,1025.2,1
1,23,8,36.29,0.0,1026.0,1
1,23,9,42.55,0.0,1026.4,1
1,23,10,50.19,0.0,1027.3,1
1,23,11,56.49,0.0,1027.4,1
1,23,12,59.71,0.0,1026.8,1
1,23,13,61.92,0.0,1025.3,1
1,23,14,63.09,0.0,1024.4,1
1,23,15,64.03,0.0,1024.1,1
1,23,16,64.2,0.0,1024.1,1
1,23,17,62.74,0.0,1024.3,1
1,23,18,59.78,0.0,1025.1,1
1,23,19,53.16,0.0,1026.0,1
1,23,20,49.45,0.0,1026.9,1
1,23,21,45.62,0.8,1027.8,1
1,23,22,42.93,0.0,1028.1,1
1,23,23,41.85,0.0,1028.5,1
1,24,0,39.92,0.0,1028.4,2
1,24,1,39.16,0.0,1028.6,2
1,24,2,37.9,0.0,1028.7,2
1,24,3,35.92,0.0,1029.0,2
1,24,4,35.56,0.0,1029.1,2
1,24,5,35.48,0.0,1029.7,2
1,24,6,35.32,0.0,1030.4,2
1,24,7,34.6,0.0,1031.5,2
1,24,8,34.62,0.0,1032.4,2
1,24,9,41.72,0.0,1033.0,2
1,24,10,49.86,0.0,1033.4,2
1,24,11,55.63,0.0,1033.6,2
1,24,12,59.19,0.0,1032.8,2
1,24,13,60.85,0.0,1031.7,2
1,24,14,61.98,0.0,1030.5,2
1,24,15,63.44,0.0,1029.7,2
1,24,16,63.66,0.0,1029.5,2
1,24,17,62.78,0.0,1029.8,2
1,24,18,59.32,0.0,1030.1,2
1,24,19,52.55,0.0,1030.9,2
1,24,20,48.69,0.0,1031.1,2
1,24,21,44.36,0.0,1031.1,2
1,24,22,41.56,0.0,1031.0,2
1,24,23,40.53,0.0,1031.1,2
1,25,0,38.97,0.0,1031.0,3
1,25,1,37.45,0.0,1030.6,3
1,25,2,35.84,0.0,1030.5,3
1,25,3,34.48,0.0,1030.5,3
1,25,4,34.16,0.0,1030.6,3
1,25,5,33.38,0.0,1030.5,3
1,25,6,32.52,0.0,1030.9,3
1,25,7,31.95,0.0,1031.5,3
1,25,8,33.36,0.0,1031.6,3
1,25,9,39.44,0.0,1031.6,3
1,25,10,49.2,0.0,1031.8,3
1,25,11,56.37,0.0,1031.6,3
1,25,12,59.16,0.0,1030.7,3
1,25,13,61.24,0.0,1029.3,3
1,25,14,62.75,0.32,1027.9,3
1,25,15,63.71,0.73,1026.7,3
1,25,16,63.19,0.75,1026.5,3
1,25,17,61.51,0.92,1026.2,3
1,25,18,60.08,0.98,1026.5,3
1,25,19,58.39,1.0,1026.7,3
1,25,20,57.26,1.0,1027.0,3
1,25,21,56.44,1.0,1027.3,3
1,25,22,55.64,1.0,1027.2,3
1,25,23,54.64,1.0,1027.0,3
1,26,0,53.67,1.0,1026.6,4
1,26,1,52.87,1.0,1025.8,4
1,26,2,51.96,1.0,1025.0,4
1,26,3,51.24,1.0,1024.5,4
1,26,4,51.06,1.0,1024.0,4
1,26,5,50.89,1.0,1023.4,4
1,26,6,50.83,1.0,1023.4,4
1,26,7,50.77,1.0,1023.9,4
1,26,8,50.85,1.0,1023.9,4
1,26,9,51.12,1.0,1024.0,4
1,26,10,52.28,1.0,1024.1,4
1,26,11,53.5,1.0,1024.3,4
1,26,12,57.01,1.0,1023.7,4
1,26,13,59.79,1.0,1022.2,4
1,26,14,63.2,1.0,1020.8,4
1,26,15,66.44,1.0,1019.8,4
1,26,16,66.67,1.0,1019.6,4
1,26,17,66.82,1.0,1019.6,4
1,26,18,66.35,1.0,1019.8,4
1,26,19,65.54,1.0,1020.0,4
1,26,20,65.26,1.0,1020.2,4
1,26,21,64.66,1.0,1020.5,4
1,26,22,64.46,1.0,1020.5,4
1,26,23,64.18,1.0,1021.0,4
1,27,0,64.49,1.0,1020.7,5
1,27,1,63.89,1.0,1020.4,5
1,27,2,63.61,1.0,1020.6,5
1,27,3,63.02,1.0,1020.0,5
1,27,4,62.73,1.0,1019.8,5
1,27,5,62.27,1.0,1019.8,5
1,27,6,62.12,1.0,1019.9,5
1,27,7,61.79,1.0,1020.0,5
1,27,8,61.86,1.0,1020.8,5
1,27,9,62.53,1.0,1021.2,5
1,27,10,63.2,1.0,1022.1,5
1,27,11,63.17,1.0,1022.6,5
1,27,12,62.93,1.0,1022.7,5
1,27,13,64.72,1.0,1021.5,5
1,27,14,66.11,1.0,1021.2,5
1,27,15,67.33,0.96,1020.4,5
1,27,16,66.87,0.75,1020.6,5
1,27,17,64.79,0.92,1020.8,5
1,27,18,61.47,1.0,1021.5,5
1,27,19,60.38,1.0,1022.3,5
1,27,20,59.71,0.77,1023.3,5
1,27,21,59.41,1.0,1023.9,5
1,27,22,59.14,1.0,1023.9,5
1,27,23,58.63,1.0,1024.0,5
1,28,0,58.49,1.0,1024.1,6
1,28,1,57.99,1.0,1023.9,6
1,28,2,57.71,1.0,1023.9,6
1,28,3,57.49,1.0,1024.2,6
1,28,4,56.74,1.0,1024.2,6
1,28,5,55.26,1.0,1024.1,6
1,28,6,53.57,1.0,1024.6,6
1,28,7,51.33,0.35,1024.9,6
1,28,8,50.05,0.12,1025.8,6
1,28,9,53.03,0.07,1026.3,6
1,28,10,54.37,0.93,1027.2,6
1,28,11,58.66,0.84,1027.1,6
1,28,12,63.12,0.13,1026.5,6
1,28,13,65.45,0.0,1025.1,6
1,28,14,67.44,0.0,1024.1,6
1,28,15,68.41,0.0,1023.5,6
1,28,16,68.45,0.0,1023.4,6
