month,day,hour,air_temp_f,cloudcover,pressure,day of week
3,27,19,63.89,1.0,1012.9,1
3,27,20,63.26,1.0,1013.4,1
3,27,21,62.93,1.0,1013.5,1
3,27,22,63.62,1.0,1013.4,1
3,27,23,63.79,1.0,1012.8,1
3,28,0,63.8,1.0,1012.2,2
3,28,1,63.55,1.0,1011.2,2
3,28,2,62.9,1.0,1011.4,2
3,28,3,61.92,1.0,1011.0,2
3,28,4,60.36,1.0,1011.5,2
3,28,5,59.39,1.0,1011.6,2
3,28,6,59.74,1.0,1010.4,2
3,28,7,60.45,1.0,1009.6,2
3,28,8,60.64,1.0,1010.2,2
3,28,9,61.82,0.98,1011.5,2
3,28,10,62.31,1.0,1011.2,2
3,28,11,62.12,1.0,1012.0,2
3,28,12,62.14,1.0,1010.8,2
3,28,13,63.21,1.0,1010.3,2
3,28,14,65.17,1.0,1009.5,2
3,28,15,67.03,1.0,1008.4,2
3,28,16,69.47,0.99,1008.1,2
3,28,17,70.42,0.99,1007.3,2
3,28,18,70.0,1.0,1007.5,2
3,28,19,68.68,1.0,1008.1,2
3,28,20,66.78,0.94,1008.4,2
3,28,21,65.99,0.9,1008.6,2
3,28,22,65.32,0.99,1008.7,2
3,28,23,64.72,1.0,1009.9,2
3,29,0,62.45,1.0,1010.3,3
3,29,1,61.32,0.82,1010.1,3
3,29,2,60.79,0.41,1010.4,3
3,29,3,60.11,0.21,1008.6,3
3,29,4,59.7,0.02,1009.3,3
3,29,5,58.67,0.33,1009.1,3
3,29,6,57.64,0.19,1009.8,3
3,29,7,58.36,0.82,1010.1,3
3,29,8,58.92,1.0,1011.2,3
3,29,9,59.85,1.0,1011.9,3
3,29,10,61.05,1.0,1012.6,3
3,29,11,64.09,1.0,1013.0,3
3,29,12,69.15,0.81,1012.9,3
3,29,13,74.74,0.06,1012.3,3
3,29,14,78.6,0.0,1011.6,3
3,29,15,81.81,0.0,1010.8,3
3,29,16,83.71,0.0,1010.5,3
3,29,17,84.07,0.0,1010.6,3
3,29,18,83.18,0.0,1011.2,3
3,29,19,79.18,0.0,1012.1,3
3,29,20,73.21,0.0,1013.6,3
3,29,21,69.25,0.0,1015.3,3
3,29,22,67.43,0.0,1017.3,3
3,29,23,64.57,0.05,1018.7,3
3,30,0,64.1,0.01,1019.3,4
3,30,1,63.16,0.05,1020.0,4
3,30,2,61.75,0.01,1020.4,4
3,30,3,60.4,0.0,1020.3,4
3,30,4,59.29,0.0,1020.4,4
3,30,5,57.29,0.0,1020.4,4
3,30,6,56.27,0.0,1021.6,4
3,30,7,55.5,0.0,1022.9,4
3,30,8,55.06,0.0,1024.2,4
3,30,9,58.26,0.0,1025.4,4
3,30,10,60.94,0.0,1025.9,4
3,30,11,63.35,0.0,1026.4,4
3,30,12,65.84,0.0,1026.5,4
3,30,13,67.98,0.0,1025.7,4
3,30,14,69.7,0.0,1024.7,4
3,30,15,71.9,0.0,1023.7,4
3,30,16,72.46,0.0,1022.9,4
3,30,17,72.64,0.0,1022.3,4
3,30,18,72.56,0.0,1021.8,4
3,30,19,71.67,0.0,1021.8,4
3,30,20,67.9,0.0,1022.1,4
3,30,21,64.32,0.0,1022.2,4
3,30,22,62.14,0.0,1022.6,4
3,30,23,60.43,0.0,1022.7,4
3,31,0,59.47,0.0,1022.3,5
3,31,1,59.61,0.0,1022.3,5
3,31,2,59.77,0.0,1021.8,5
3,31,3,59.29,0.0,1021.4,5
3,31,4,58.6,0.0,1020.8,5
3,31,5,58.65,0.65,1020.8,5
3,31,6,59.24,0.91,1020.5,5
3,31,7,60.48,0.99,1020.6,5
3,31,8,61.6,0.99,1020.8,5
3,31,9,62.86,1.0,1020.3,5
3,31,10,64.67,1.0,1020.7,5
3,31,11,67.16,1.0,1021.3,5
3,31,12,71.17,0.76,1020.9,5
3,31,13,74.92,0.75,1019.6,5
3,31,14,77.63,0.44,1018.7,5
3,31,15,79.43,0.21,1017.4,5
3,31,16,80.95,0.04,1016.2,5
3,31,17,81.03,0.0,1015.4,5
3,31,18,80.49,0.02,1014.8,5
3,31,19,78.89,0.0,1014.3,5
3,31,20,75.33,0.0,1014.4,5
3,31,21,72.64,0.0,1014.7,5
3,31,22,70.04,0.0,1015.9,5
3,31,23,67.83,0.0,1016.4,5
4,1,0,66.21,0.43,1016.4,6
4,1,1,65.76,0.75,1016.0,6
4,1,2,65.5,1.0,1015.7,6
4,1,3,65.68,1.0,1015.4,6
4,1,4,65.15,1.0,1014.6,6
4,1,5,64.98,1.0,1014.6,6
4,1,6,64.84,1.0,1014.6,6
4,1,7,64.64,1.0,1015.0,6
4,1,8,64.05,1.0,1015.4,6
4,1,9,65.68,1.0,1015.9,6
4,1,10,68.58,1.0,1016.0,6
4,1,11,71.19,1.0,1016.0,6
4,1,12,73.02,0.84,1015.9,6
4,1,13,74.71,1.0,1015.4,6
4,1,14,77.22,1.0,1014.4,6
4,1,15,79.7,0.77,1012.9,6
4,1,16,80.65,0.55,1011.9,6
4,1,17,80.6,0.73,1011.1,6
4,1,18,80.41,0.75,1010.7,6
4,1,19,79.27,0.75,1010.6,6
4,1,20,76.97,0.75,1011.2,6
4,1,21,74.55,0.38,1012.0,6
4,1,22,72.5,0.02,1012.6,6
4,1,23,70.6,0.13,1013.1,6
4,2,0,69.4,0.51,1013.2,0
4,2,1,69.59,0.99,1012.8,0
4,2,2,69.58,1.0,1012.5,0
4,2,3,69.39,1.0,1012.1,0
4,2,4,68.84,1.0,1011.5,0
4,2,5,67.41,1.0,1010.9,0
4,2,6,60.5,1.0,1011.4,0
4,2,7,58.95,1.0,1011.8,0
4,2,8,57.61,1.0,1012.5,0
4,2,9,58.3,1.0,1012.3,0
4,2,10,60.8,1.0,1012.1,0
4,2,11,65.2,0.98,1011.2,0
4,2,12,70.4,0.98,1011.0,0
4,2,13,75.69,0.77,1009.8,0
4,2,14,80.27,0.75,1008.3,0
4,2,15,81.74,0.75,1007.1,0
4,2,16,82.75,0.75,1006.5,0
4,2,17,82.29,0.75,1005.9,0
4,2,18,81.0,0.48,1006.0,0
4,2,19,77.91,0.75,1006.4,0
4,2,20,74.49,0.75,1006.7,0
4,2,21,72.9,0.42,1006.6,0
4,2,22,72.61,0.53,1007.5,0
4,2,23,72.07,0.93,1008.3,0
4,3,0,71.89,1.0,1007.7,1
4,3,1,71.59,1.0,1007.1,1
4,3,2,70.62,1.0,1006.8,1
4,3,3,70.97,1.0,1006.3,1
4,3,4,70.94,1.0,1005.8,1
4,3,5,70.35,1.0,1005.6,1
4,3,6,70.13,1.0,1005.6,1
4,3,7,70.01,1.0,1006.1,1
4,3,8,70.55,1.0,1006.6,1
4,3,9,71.92,0.93,1007.3,1
4,3,10,72.95,1.0,1008.2,1
4,3,11,73.95,1.0,1008.2,1
4,3,12,75.95,1.0,1007.9,1
4,3,13,75.84,1.0,1008.6,1
4,3,14,76.21,1.0,1008.4,1
4,3,15,76.43,1.0,1008.4,1
4,3,16,79.79,0.75,1007.7,1
4,3,17,80.75,0.13,1006.8,1
4,3,18,80.6,0.01,1007.4,1
4,3,19,77.78,0.74,1009.6,1
4,3,20,70.6,0.22,1011.9,1
4,3,21,69.4,0.74,1013.5,1
4,3,22,67.69,0.82,1015.6,1
4,3,23,66.44,0.74,1017.1,1
4,4,0,64.3,0.24,1017.8,2
4,4,1,62.07,0.1,1019.2,2
4,4,2,60.04,0.02,1019.9,2
4,4,3,57.33,0.13,1020.2,2
4,4,4,54.62,0.02,1020.8,2
4,4,5,52.59,0.0,1021.1,2
4,4,6,51.39,0.0,1021.9,2
4,4,7,50.08,0.0,1023.5,2
4,4,8,49.86,0.0,1025.2,2
4,4,9,52.03,0.13,1026.6,2
4,4,10,54.05,0.26,1026.6,2
4,4,11,57.68,0.4,1026.6,2
4,4,12,60.44,0.24,1026.3,2
4,4,13,63.11,0.32,1025.7,2
4,4,14,65.58,0.0,1024.7,2
4,4,15,67.01,0.0,1023.5,2
4,4,16,68.12,0.0,1022.5,2
4,4,17,69.04,0.0,1022.3,2
4,4,18,68.96,0.0,1021.8,2
4,4,19,67.81,0.0,1021.7,2
4,4,20,64.74,0.0,1021.5,2
4,4,21,60.83,0.0,1021.5,2
4,4,22,57.92,0.0,1021.8,2
4,4,23,57.18,0.0,1021.9,2
4,5,0,56.26,0.27,1021.6,3
4,5,1,57.56,0.86,1021.2,3
4,5,2,57.55,0.6,1020.9,3
4,5,3,55.74,0.82,1020.2,3
4,5,4,56.8,0.73,1019.6,3
4,5,5,56.89,0.99,1018.6,3
4,5,6,56.86,1.0,1018.4,3
4,5,7,57.97,0.99,1018.1,3
4,5,8,58.38,0.93,1018.7,3
4,5,9,59.31,0.93,1019.3,3
4,5,10,63.34,1.0,1019.5,3
4,5,11,66.16,1.0,1019.6,3
4,5,12,70.94,0.91,1018.4,3
4,5,13,74.51,0.75,1017.7,3
4,5,14,75.73,0.53,1016.5,3
4,5,15,75.65,1.0,1015.6,3
4,5,16,75.6,1.0,1014.7,3
4,5,17,75.56,1.0,1013.9,3
4,5,18,75.42,0.78,1013.3,3
4,5,19,74.63,0.75,1012.9,3
4,5,20,72.74,0.92,1012.7,3
4,5,21,71.6,0.99,1012.7,3
4,5,22,70.47,0.99,1013.0,3
4,5,23,70.32,1.0,1013.2,3
4,6,0,70.42,1.0,1011.9,4
4,6,1,70.76,1.0,1012.2,4
4,6,2,70.68,1.0,1012.1,4
4,6,3,70.2,1.0,1011.4,4
4,6,4,70.06,1.0,1010.6,4
4,6,5,70.11,1.0,1010.2,4
4,6,6,70.33,1.0,1010.2,4
4,6,7,70.57,1.0,1010.2,4
4,6,8,71.18,1.0,1010.1,4
4,6,9,72.28,1.0,1010.2,4
4,6,10,73.87,1.0,1010.2,4
4,6,11,75.78,1.0,1009.1,4
4,6,12,78.19,1.0,1009.0,4
4,6,13,80.79,0.75,1007.8,4
4,6,14,82.38,0.75,1006.9,4
4,6,15,83.66,0.73,1005.5,4
4,6,16,83.75,0.53,1005.2,4
4,6,17,83.76,0.44,1004.4,4
4,6,18,83.25,0.2,1004.1,4
4,6,19,81.95,0.02,1003.8,4
4,6,20,79.64,0.0,1003.2,4
4,6,21,77.87,0.0,1003.7,4
4,6,22,75.56,0.0,1003.5,4
4,6,23,74.71,0.66,1003.9,4
4,7,0,73.77,1.0,1005.7,5
4,7,1,63.92,1.0,1007.8,5
4,7,2,62.64,1.0,1008.9,5
4,7,3,61.59,1.0,1009.6,5
4,7,4,59.59,1.0,1010.2,5
4,7,5,55.38,1.0,1010.8,5
4,7,6,52.72,1.0,1011.6,5
4,7,7,50.38,1.0,1012.6,5
4,7,8,48.81,1.0,1014.0,5
4,7,9,47.23,1.0,1015.7,5
4,7,10,44.23,1.0,1016.9,5
4,7,11,43.2,1.0,1017.7,5
4,7,12,42.35,1.0,1018.2,5
4,7,13,42.27,1.0,1018.4,5
4,7,14,42.13,1.0,1018.3,5
4,7,15,43.3,1.0,1018.1,5
4,7,16,42.65,1.0,1018.0,5
4,7,17,42.46,1.0,1017.9,5
4,7,18,41.98,1.0,1017.9,5
4,7,19,41.19,1.0,1018.2,5
4,7,20,41.05,1.0,1018.5,5
4,7,21,40.7,1.0,1019.0,5
4,7,22,40.47,1.0,1019.8,5
4,7,23,40.47,1.0,1019.8,5
4,8,0,40.74,1.0,1019.6,6
4,8,1,40.86,1.0,1019.1,6
4,8,2,41.02,1.0,1018.5,6
4,8,3,41.16,1.0,1017.6,6
4,8,4,41.24,1.0,1016.7,6
4,8,5,41.96,1.0,1016.2,6
4,8,6,42.01,1.0,1016.3,6
4,8,7,42.23,1.0,1015.8,6
4,8,8,42.57,1.0,1015.9,6
4,8,9,43.64,1.0,1016.1,6
4,8,10,45.25,1.0,1015.7,6
4,8,11,47.67,1.0,1015.2,6
4,8,12,49.6,1.0,1014.7,6
4,8,13,53.27,1.0,1013.6,6
4,8,14,56.47,0.82,1012.0,6
4,8,15,59.95,0.35,1010.3,6
4,8,16,63.47,0.05,1009.4,6
4,8,17,64.6,0.0,1008.6,6
4,8,18,65.09,0.0,1008.1,6
4,8,19,64.05,0.0,1008.1,6
4,8,20,61.68,0.0,1008.4,6
4,8,21,59.55,0.0,1008.7,6
4,8,22,58.14,0.0,1009.6,6
4,8,23,56.28,0.0,1010.4,6
4,9,0,55.05,0.0,1010.7,0
4,9,1,53.87,0.0,1010.8,0
4,9,2,53.04,0.2,1011.4,0
4,9,3,53.94,1.0,1011.2,0
4,9,4,54.18,1.0,1011.1,0
4,9,5,54.31,1.0,1011.2,0
4,9,6,54.4,1.0,1011.9,0
4,9,7,54.4,1.0,1012.8,0
4,9,8,54.74,1.0,1013.9,0
4,9,9,56.43,1.0,1014.7,0
4,9,10,59.32,0.78,1015.1,0
4,9,11,60.57,1.0,1015.6,0
4,9,12,61.03,1.0,1016.6,0
4,9,13,62.11,1.0,1016.7,0
4,9,14,63.28,1.0,1016.6,0
4,9,15,63.67,1.0,1016.6,0
4,9,16,63.8,1.0,1016.7,0
4,9,17,63.89,1.0,1017.0,0
4,9,18,64.77,1.0,1017.6,0
4,9,19,64.43,1.0,1018.9,0
4,9,20,63.71,1.0,1019.5,0
4,9,21,63.01,1.0,1020.3,0
4,9,22,62.77,1.0,1021.9,0
4,9,23,62.32,1.0,1022.6,0
4,10,0,61.8,0.97,1023.0,1
4,10,1,59.71,0.0,1023.3,1
4,10,2,57.79,0.0,1023.8,1
4,10,3,55.85,0.0,1024.0,1
4,10,4,54.26,0.0,1024.0,1
4,10,5,52.48,0.0,1024.2,1
4,10,6,51.56,0.0,1024.7,1
4,10,7,50.85,0.0,1025.5,1
4,10,8,52.34,0.0,1026.4,1
4,10,9,57.2,0.0,1027.2,1
4,10,10,61.33,0.0,1027.8,1
4,10,11,64.52,0.0,1027.7,1
4,10,12,67.84,0.0,1027.8,1
4,10,13,69.91,0.0,1027.2,1
4,10,14,72.03,0.0,1026.3,1
4,10,15,73.75,0.0,1025.4,1
4,10,16,73.99,0.0,1024.2,1
4,10,17,74.5,0.0,1023.4,1
4,10,18,73.57,0.0,1022.4,1
4,10,19,72.58,0.0,1022.2,1
4,10,20,68.46,0.0,1022.3,1
4,10,21,64.06,0.0,1023.0,1
4,10,22,59.78,0.0,1023.9,1
4,10,23,56.81,0.0,1024.3,1
4,11,0,55.15,0.0,1024.5,2
4,11,1,52.4,0.0,1024.2,2
4,11,2,51.3,0.0,1024.0,2
4,11,3,49.84,0.0,1023.4,2
4,11,4,48.05,0.0,1022.9,2
4,11,5,48.97,0.0,1022.4,2
4,11,6,48.28,0.0,1022.4,2
4,11,7,47.69,0.0,1022.5,2
4,11,8,49.84,0.0,1022.8,2
4,11,9,57.31,0.0,1022.7,2
4,11,10,64.86,0.0,1022.7,2
4,11,11,70.9,0.0,1022.5,2
4,11,12,73.93,0.0,1022.2,2
4,11,13,75.97,0.0,1021.3,2
4,11,14,77.83,0.0,1020.3,2
4,11,15,79.17,0.0,1019.1,2
4,11,16,80.33,0.0,1018.1,2
4,11,17,80.4,0.0,1017.2,2
4,11,18,80.06,0.0,1016.2,2
4,11,19,78.52,0.0,1015.8,2
4,11,20,75.39,0.0,1015.8,2
4,11,21,72.84,0.0,1015.6,2
4,11,22,69.91,0.0,1015.9,2
4,11,23,67.33,0.0,1016.0,2
4,12,0,65.26,0.0,1015.8,3
4,12,1,63.89,0.0,1015.5,3
4,12,2,63.21,0.19,1014.9,3
4,12,3,63.25,0.82,1014.3,3
4,12,4,63.77,0.99,1013.4,3
4,12,5,64.82,1.0,1012.9,3
4,12,6,64.8,1.0,1012.7,3
4,12,7,65.58,0.82,1012.6,3
4,12,8,66.09,1.0,1012.7,3
4,12,9,66.61,1.0,1012.8,3
4,12,10,67.48,1.0,1013.0,3
4,12,11,68.72,1.0,1013.3,3
4,12,12,71.38,1.0,1013.1,3
4,12,13,75.93,1.0,1012.0,3
4,12,14,78.79,0.74,1011.0,3
4,12,15,81.51,0.53,1010.1,3
4,12,16,83.54,0.43,1008.7,3
4,12,17,84.44,0.19,1007.7,3
4,12,18,83.93,0.38,1007.1,3
4,12,19,81.4,0.18,1007.1,3
4,12,20,77.79,0.0,1007.1,3
4,12,21,75.1,0.0,1007.2,3
4,12,22,73.75,0.44,1008.1,3
4,12,23,73.07,1.0,1008.4,3
4,13,0,72.26,1.0,1008.0,4
4,13,1,71.91,1.0,1007.6,4
4,13,2,71.41,1.0,1007.0,4
4,13,3,71.38,1.0,1006.0,4
4,13,4,71.96,1.0,1005.2,4
4,13,5,72.22,1.0,1004.7,4
4,13,6,72.33,1.0,1004.5,4
4,13,7,72.82,1.0,1004.2,4
4,13,8,73.11,1.0,1004.9,4
4,13,9,73.4,1.0,1005.2,4
4,13,10,73.96,1.0,1004.7,4
4,13,11,73.69,0.79,1004.8,4
4,13,12,74.81,1.0,1005.3,4
4,13,13,75.57,1.0,1004.7,4
4,13,14,78.63,0.98,1003.2,4
4,13,15,82.19,0.75,1002.6,4
4,13,16,84.35,0.75,1001.6,4
4,13,17,85.19,0.44,1000.7,4
4,13,18,84.56,0.25,1000.6,4
4,13,19,82.06,0.05,1000.1,4
4,13,20,79.03,0.0,1000.1,4
4,13,21,76.93,0.65,1000.7,4
4,13,22,76.05,0.85,1003.2,4
4,13,23,63.78,1.0,1006.6,4
4,14,0,62.31,1.0,1007.9,5
4,14,1,63.35,0.73,1008.7,5
4,14,2,65.31,0.71,1008.7,5
4,14,3,64.94,0.0,1010.1,5
4,14,4,63.08,0.18,1009.7,5
4,14,5,61.5,0.26,1011.3,5
4,14,6,59.51,0.2,1013.3,5
4,14,7,57.78,0.67,1014.4,5
4,14,8,56.63,0.67,1015.5,5
4,14,9,56.59,0.26,1016.7,5
4,14,10,57.21,0.02,1017.0,5
4,14,11,59.43,0.0,1017.7,5
4,14,12,61.16,0.0,1018.7,5
4,14,13,62.33,0.0,1017.9,5
4,14,14,65.48,0.0,1016.5,5
4,14,15,68.64,0.0,1015.8,5
4,14,16,69.79,0.0,1015.1,5
4,14,17,70.24,0.0,1015.0,5
4,14,18,70.35,0.0,1015.4,5
4,14,19,69.48,0.0,1016.0,5
4,14,20,65.88,0.0,1017.2,5
4,14,21,62.43,0.0,1018.0,5
4,14,22,59.23,0.0,1019.1,5
4,14,23,54.39,0.0,1019.3,5
4,15,0,50.82,0.0,1019.0,6
4,15,1,49.06,0.0,1019.2,6
4,15,2,47.59,0.0,1019.7,6
4,15,3,46.72,0.0,1019.9,6
4,15,4,45.76,0.0,1020.1,6
4,15,5,44.67,0.0,1020.9,6
4,15,6,44.79,0.0,1022.1,6
4,15,7,44.21,0.0,1022.6,6
4,15,8,45.73,0.0,1023.7,6
4,15,9,50.41,0.0,1024.4,6
4,15,10,54.9,0.0,1024.7,6
4,15,11,59.48,0.0,1024.7,6
4,15,12,63.84,0.0,1024.3,6
4,15,13,67.14,0.0,1023.2,6
4,15,14,70.39,0.0,1022.3,6
4,15,15,72.7,0.0,1021.9,6
4,15,16,74.9,0.0,1021.0,6
4,15,17,74.72,0.0,1020.2,6
4,15,18,74.0,0.0,1019.7,6
4,15,19,72.09,0.0,1019.7,6
4,15,20,67.71,0.0,1020.5,6
4,15,21,62.43,0.0,1021.5,6
4,15,22,58.52,0.0,1022.2,6
4,15,23,55.39,0.0,1023.6,6
4,16,0,54.22,0.0,1023.2,0
4,16,1,52.4,0.0,1023.3,0
4,16,2,50.76,0.0,1023.5,0
4,16,3,49.22,0.0,1023.7,0
4,16,4,49.01,0.0,1023.2,0
4,16,5,47.88,0.0,1023.1,0
4,16,6,47.36,0.0,1023.1,0
4,16,7,47.89,0.0,1023.2,0
4,16,8,50.69,0.0,1023.9,0
4,16,9,58.88,0.0,1024.4,0
4,16,10,64.68,0.0,1024.4,0
4,16,11,70.19,0.0,1024.2,0
4,16,12,74.04,0.0,1023.6,0
4,16,13,77.14,0.0,1022.5,0
4,16,14,79.12,0.0,1021.4,0
4,16,15,80.84,0.0,1020.1,0
4,16,16,81.75,0.0,1018.7,0
4,16,17,82.07,0.0,1017.4,0
4,16,18,80.9,0.0,1016.7,0
4,16,19,79.21,0.0,1016.7,0
4,16,20,75.06,0.0,1016.9,0
4,16,21,71.48,0.0,1017.3,0
4,16,22,68.63,0.0,1017.9,0
4,16,23,66.13,0.0,1018.1,0
4,17,0,64.29,0.0,1017.7,1
4,17,1,63.03,0.0,1017.8,1
4,17,2,62.0,0.0,1017.2,1
4,17,3,61.23,0.0,1016.3,1
4,17,4,60.65,0.0,1015.7,1
4,17,5,59.99,0.0,1015.4,1
4,17,6,59.04,0.0,1015.0,1
4,17,7,58.21,0.0,1015.1,1
4,17,8,60.13,0.0,1015.5,1
4,17,9,64.77,0.13,1015.6,1
4,17,10,69.5,0.19,1015.2,1
4,17,11,73.71,0.16,1014.9,1
4,17,12,77.14,0.0,1014.4,1
4,17,13,79.57,0.0,1013.5,1
4,17,14,81.85,0.0,1012.8,1
4,17,15,83.43,0.0,1011.8,1
4,17,16,84.8,0.0,1010.4,1
4,17,17,84.61,0.0,1009.8,1
4,17,18,82.81,0.0,1009.5,1
4,17,19,80.19,0.0,1009.7,1
4,17,20,76.49,0.0,1010.1,1
4,17,21,73.45,0.0,1010.6,1
4,17,22,71.26,0.0,1011.5,1
4,17,23,68.99,0.0,1011.7,1
4,18,0,67.76,0.18,1011.5,2
4,18,1,67.27,0.89,1011.0,2
4,18,2,67.2,1.0,1010.5,2
4,18,3,66.9,1.0,1010.2,2
4,18,4,67.22,1.0,1010.5,2
4,18,5,67.94,1.0,1011.3,2
4,18,6,68.26,1.0,1011.8,2
4,18,7,68.51,1.0,1012.8,2
4,18,8,68.66,1.0,1013.4,2
4,18,9,69.76,1.0,1015.5,2
4,18,10,70.68,1.0,1015.8,2
4,18,11,73.22,0.75,1015.9,2
4,18,12,74.17,0.92,1016.6,2
4,18,13,77.38,0.81,1016.5,2
4,18,14,80.68,0.72,1016.5,2
4,18,15,81.4,0.38,1016.1,2
4,18,16,81.58,0.0,1016.6,2
4,18,17,81.29,0.0,1016.7,2
4,18,18,80.68,0.0,1016.9,2
4,18,19,78.37,0.0,1017.4,2
4,18,20,74.9,0.0,1018.0,2
4,18,21,70.85,0.0,1018.4,2
4,18,22,68.57,0.0,1019.4,2
4,18,23,66.76,0.0,1019.9,2
4,19,0,65.85,0.0,1020.5,3
4,19,1,64.16,0.0,1020.7,3
4,19,2,62.27,0.0,1021.0,3
4,19,3,61.07,0.0,1021.2,3
4,19,4,59.87,0.0,1021.6,3
4,19,5,59.17,0.05,1022.4,3
4,19,6,58.37,0.03,1022.9,3
4,19,7,58.41,0.0,1024.2,3
4,19,8,58.62,0.0,1025.5,3
4,19,9,61.05,0.0,1026.4,3
4,19,10,64.53,0.0,1026.8,3
4,19,11,68.07,0.0,1027.3,3
4,19,12,70.9,0.0,1026.9,3
4,19,13,72.97,0.0,1026.2,3
4,19,14,74.58,0.0,1025.4,3
4,19,15,75.7,0.0,1024.6,3
4,19,16,75.19,0.0,1023.6,3
4,19,17,73.96,0.0,1023.4,3
4,19,18,73.62,0.0,1023.1,3
4,19,19,71.8,0.0,1023.0,3
4,19,20,68.63,0.0,1023.3,3
4,19,21,65.35,0.0,1023.5,3
4,19,22,64.0,0.0,1023.4,3
4,19,23,62.48,0.0,1023.1,3
4,20,0,61.14,0.0,1023.4,4
4,20,1,58.95,0.0,1023.6,4
4,20,2,57.74,0.0,1022.7,4
4,20,3,57.44,0.0,1022.4,4
4,20,4,57.15,0.0,1022.0,4
4,20,5,56.78,0.0,1021.9,4
4,20,6,57.03,0.0,1022.0,4
4,20,7,56.72,0.0,1023.1,4
4,20,8,56.5,0.0,1023.2,4
4,20,9,57.88,0.0,1024.0,4
4,20,10,60.08,0.0,1024.3,4
4,20,11,60.97,0.06,1024.5,4
4,20,12,63.15,0.06,1023.9,4
4,20,13,65.18,0.17,1022.4,4
4,20,14,67.33,0.19,1021.4,4
4,20,15,68.29,0.44,1021.1,4
4,20,16,67.5,0.87,1020.0,4
4,20,17,66.77,0.22,1018.9,4
4,20,18,66.27,0.15,1018.4,4
4,20,19,65.11,0.35,1018.4,4
4,20,20,63.66,0.73,1017.8,4
4,20,21,62.5,0.75,1018.0,4
4,20,22,61.79,0.93,1018.6,4
4,20,23,60.58,1.0,1018.1,4
4,21,0,60.02,0.99,1017.8,5
4,21,1,60.02,1.0,1016.3,5
4,21,2,59.87,1.0,1016.0,5
4,21,3,59.88,1.0,1015.0,5
4,21,4,59.76,1.0,1014.3,5
4,21,5,60.26,1.0,1015.7,5
4,21,6,60.06,1.0,1015.6,5
4,21,7,59.51,1.0,1015.7,5
4,21,8,59.2,1.0,1015.8,5
4,21,9,59.77,1.0,1015.8,5
4,21,10,60.91,1.0,1015.6,5
4,21,11,62.39,1.0,1016.0,5
4,21,12,63.51,1.0,1015.3,5
4,21,13,65.53,1.0,1014.6,5
4,21,14,66.85,1.0,1014.1,5
4,21,15,68.44,1.0,1013.3,5
4,21,16,69.54,1.0,1012.6,5
4,21,17,70.3,1.0,1012.0,5
4,21,18,72.16,1.0,1011.3,5
4,21,19,72.35,0.53,1011.2,5
4,21,20,70.78,0.7,1011.1,5
4,21,21,68.52,0.42,1011.8,5
4,21,22,67.83,1.0,1012.3,5
4,21,23,66.88,1.0,1014.6,5
4,22,0,65.15,0.81,1015.4,6
4,22,1,62.52,0.75,1016.3,6
4,22,2,60.59,0.93,1017.0,6
4,22,3,58.31,0.24,1017.2,6
4,22,4,56.19,0.0,1017.4,6
4,22,5,54.2,0.0,1017.7,6
4,22,6,53.46,0.05,1017.9,6
4,22,7,53.63,0.93,1018.4,6
4,22,8,54.52,1.0,1019.2,6
4,22,9,56.13,0.93,1019.6,6
4,22,10,57.98,1.0,1020.2,6
4,22,11,60.66,0.8,1020.9,6
4,22,12,64.85,0.3,1020.2,6
4,22,13,68.48,0.05,1019.1,6
4,22,14,71.19,0.0,1018.1,6
4,22,15,74.28,0.0,1017.3,6
4,22,16,76.36,0.0,1016.2,6
4,22,17,76.91,0.0,1015.6,6
4,22,18,76.71,0.0,1015.5,6
4,22,19,74.89,0.0,1015.7,6
4,22,20,71.64,0.0,1016.0,6
4,22,21,67.09,0.0,1016.8,6
4,22,22,64.75,0.0,1017.4,6
4,22,23,62.56,0.0,1017.4,6
4,23,0,60.97,0.0,1017.6,0
4,23,1,58.7,0.0,1018.1,0
4,23,2,55.62,0.0,1018.1,0
4,23,3,53.68,0.0,1017.8,0
4,23,4,52.59,0.0,1017.5,0
4,23,5,50.79,0.0,1017.6,0
4,23,6,51.0,0.0,1018.3,0
4,23,7,51.33,0.0,1018.8,0
4,23,8,54.93,0.0,1019.6,0
4,23,9,61.14,0.0,1019.9,0
4,23,10,68.48,0.0,1019.8,0
4,23,11,72.52,0.0,1019.6,0
4,23,12,75.66,0.0,1019.2,0
4,23,13,78.01,0.0,1018.6,0
4,23,14,80.01,0.0,1017.8,0
4,23,15,82.28,0.0,1016.9,0
4,23,16,83.91,0.0,1015.6,0
4,23,17,84.33,0.0,1014.7,0
4,23,18,84.64,0.0,1014.3,0
4,23,19,83.33,0.0,1014.4,0
4,23,20,78.19,0.0,1014.6,0
4,23,21,72.58,0.0,1015.3,0
4,23,22,69.62,0.0,1016.2,0
4,23,23,66.58,0.0,1016.7,0
4,24,0,64.98,0.0,1017.0,1
4,24,1,64.15,0.0,1017.2,1
4,24,2,62.33,0.0,1017.0,1
4,24,3,61.17,0.0,1016.7,1
4,24,4,60.75,0.0,1016.6,1
4,24,5,59.4,0.0,1017.2,1
4,24,6,58.02,0.0,1016.7,1
4,24,7,57.09,0.0,1017.5,1
4,24,8,60.1,0.0,1018.1,1
4,24,9,67.19,0.0,1018.8,1
4,24,10,73.14,0.0,1018.8,1
4,24,11,77.1,0.0,1018.8,1
