month,day,hour,total power usage (kW)
1,1,0,0.515
1,1,1,0.48225
1,1,2,0.504
1,1,3,0.527
1,1,4,0.5030000000000001
1,1,5,0.49775
1,1,6,0.539
1,1,7,0.77925
1,1,8,0.62975
1,1,9,0.7775
1,1,10,0.7467499999999999
1,1,11,0.79775
1,1,12,0.7002499999999999
1,1,13,0.5109999999999999
1,1,14,0.5932499999999999
1,1,15,0.59675
1,1,16,0.55825
1,1,17,0.8082499999999999
1,1,18,0.526
1,1,19,0.65025
1,1,20,0.69275
1,1,21,0.62725
1,1,22,0.48525
1,1,23,0.49349999999999994
1,2,0,0.50325
1,2,1,0.521
1,2,2,0.5105000000000001
1,2,3,0.56525
1,2,4,0.51425
1,2,5,0.51075
1,2,6,0.5097499999999999
1,2,7,1.1042500000000002
1,2,8,1.04075
1,2,9,0.6715
1,2,10,0.5844999999999999
1,2,11,0.528
1,2,12,0.5674999999999999
1,2,13,0.5900000000000001
1,2,14,0.595
1,2,15,0.66625
1,2,16,0.472
1,2,17,0.759
1,2,18,1.213
1,2,19,0.5625
1,2,20,0.7374999999999999
1,2,21,0.72725
1,2,22,0.58275
1,2,23,0.5045
1,3,0,0.50075
1,3,1,0.51225
1,3,2,0.52
1,3,3,0.51525
1,3,4,0.483
1,3,5,0.497
1,3,6,0.5195000000000001
1,3,7,0.7085
1,3,8,0.5525
1,3,9,0.87575
1,3,10,2.1187500000000004
1,3,11,2.54125
1,3,12,0.5192499999999999
1,3,13,0.5064999999999998
1,3,14,0.634
1,3,15,0.41274999999999995
1,3,16,0.38675000000000004
1,3,17,0.6620000000000001
1,3,18,0.5327500000000001
1,3,19,0.6639999999999999
1,3,20,0.5855
1,3,21,0.45675
1,3,22,0.42974999999999997
1,3,23,0.47100000000000003
1,4,0,0.44725
1,4,1,0.4585
1,4,2,0.46249999999999997
1,4,3,0.44675
1,4,4,0.43000000000000005
1,4,5,0.476
1,4,6,0.4805
1,4,7,0.43900000000000006
1,4,8,0.6605
1,4,9,0.54575
1,4,10,0.42600000000000005
1,4,11,0.44200000000000006
1,4,12,0.45449999999999996
1,4,13,0.41349999999999987
