month,day,hour,total power usage (kW)
1,1,0,0.9605000000000001
1,1,1,0.0
1,1,2,0.7525
1,1,3,0.49924999999999997
1,1,4,0.47475000000000006
1,1,5,0.6114999999999999
1,1,6,0.47825000000000006
1,1,7,0.9279999999999999
1,1,8,0.9175
1,1,9,1.2985
1,1,10,0.85725
1,1,11,0.0
1,1,12,1.3175000000000001
1,1,13,1.10425
1,1,14,0.0
1,1,15,1.5034999999999998
1,1,16,1.4507500000000002
1,1,17,1.654
1,1,18,1.68675
1,1,19,1.794
1,1,20,1.66725
1,1,21,1.4697500000000001
1,1,22,0.60825
1,1,23,0.9747500000000001
1,2,0,0.46549999999999997
1,2,1,0.6975
1,2,2,0.8280000000000001
1,2,3,0.41275
1,2,4,0.84925
1,2,5,0.54925
1,2,6,0.35075
1,2,7,1.0962500000000002
1,2,8,1.68325
1,2,9,1.769
1,2,10,1.35375
1,2,11,0.97925
1,2,12,0.81325
1,2,13,0.8744999999999999
1,2,14,1.362
1,2,15,1.08375
1,2,16,1.49175
1,2,17,1.7455000000000003
1,2,18,1.5575
1,2,19,1.55925
1,2,20,1.32225
1,2,21,0.771
1,2,22,0.718
1,2,23,0.8377500000000001
1,3,0,0.49749999999999994
1,3,1,0.94575
1,3,2,0.596
1,3,3,0.84325
1,3,4,0.61625
1,3,5,0.8025
1,3,6,0.4025000000000001
1,3,7,0.9597500000000001
1,3,8,1.376
1,3,9,1.24375
1,3,10,1.6755000000000002
1,3,11,0.66325
1,3,12,0.6235000000000002
1,3,13,0.7789999999999998
1,3,14,0.5242500000000001
1,3,15,0.48274999999999985
1,3,16,1.06475
1,3,17,1.4515
1,3,18,1.3812499999999999
1,3,19,1.8840000000000001
1,3,20,0.9547499999999999
1,3,21,0.9700000000000001
1,3,22,0.9742500000000001
1,3,23,0.57975
1,4,0,0.8275
1,4,1,0.40275000000000005
1,4,2,0.7594999999999998
1,4,3,0.537
1,4,4,0.53725
1,4,5,0.50475
1,4,6,0.41974999999999996
1,4,7,0.89975
1,4,8,1.4467500000000002
1,4,9,1.71375
1,4,10,0.8977499999999999
1,4,11,1.1037499999999998
1,4,12,0.7109999999999999
1,4,13,1.08425
1,4,14,0.49399999999999994
1,4,15,0.4315
1,4,16,0.7827500000000001
1,4,17,0.8957499999999998
1,4,18,1.4235000000000002
1,4,19,1.4687500000000002
1,4,20,0.9102499999999999
1,4,21,0.8805000000000001
1,4,22,0.5442500000000001
1,4,23,0.8685
1,5,0,0.658
1,5,1,0.52
1,5,2,0.73875
1,5,3,0.5215000000000001
1,5,4,0.45975
1,5,5,0.7164999999999999
1,5,6,0.39225000000000004
1,5,7,0.8987499999999999
1,5,8,1.04425
1,5,9,0.47950000000000004
1,5,10,0.7710000000000001
1,5,11,0.6419999999999999
1,5,12,0.7347499999999999
1,5,13,0.7469999999999999
1,5,14,0.68525
1,5,15,0.8180000000000002
1,5,16,0.7695000000000001
1,5,17,0.9925000000000002
1,5,18,1.5579999999999998
1,5,19,1.177
1,5,20,0.82425
1,5,21,0.43375
1,5,22,0.74775
1,5,23,0.409
1,6,0,0.5814999999999999
1,6,1,0.45100000000000007
1,6,2,0.5712499999999999
1,6,3,0.49850000000000005
1,6,4,0.7175
1,6,5,0.36624999999999996
1,6,6,0.323
1,6,7,1.88375
1,6,8,1.75775
1,6,9,1.60875
1,6,10,1.8067499999999999
1,6,11,1.42625
1,6,12,1.7530000000000001
1,6,13,1.2482499999999999
1,6,14,1.0114999999999998
1,6,15,1.171
1,6,16,1.38825
1,6,17,1.5780000000000003
1,6,18,1.414
1,6,19,1.644
1,6,20,0.9095
1,6,21,1.3034999999999999
1,6,22,0.909
1,6,23,0.695
1,7,0,0.41800000000000004
1,7,1,0.522
1,7,2,0.42025
1,7,3,0.5485
1,7,4,0.3675
1,7,5,0.39425
1,7,6,0.7055
1,7,7,0.31775
1,7,8,0.86625
1,7,9,1.1749999999999998
1,7,10,0.9139999999999999
1,7,11,0.6485
1,7,12,0.647
1,7,13,0.5549999999999999
1,7,14,0.6147499999999999
1,7,15,0.75175
1,7,16,0.98475
1,7,17,0.9890000000000001
1,7,18,1.0935
1,7,19,1.64675
1,7,20,1.02475
1,7,21,0.7152499999999999
1,7,22,0.616
1,7,23,0.5209999999999999
1,8,0,0.46349999999999997
1,8,1,0.5485
1,8,2,0.44475
1,8,3,0.42249999999999993
1,8,4,0.40225
1,8,5,0.6345000000000001
1,8,6,0.8975000000000001
1,8,7,0.7354999999999999
1,8,8,1.01925
1,8,9,2.5692500000000003
1,8,10,0.7864999999999999
1,8,11,0.4604999999999999
1,8,12,0.43225
1,8,13,0.42574999999999985
1,8,14,0.47774999999999956
1,8,15,0.4465000000000001
1,8,16,0.47925
1,8,17,0.8392499999999999
1,8,18,1.0627499999999999
1,8,19,2.1822500000000002
1,8,20,1.391
1,8,21,0.67825
1,8,22,0.54125
1,8,23,0.9079999999999999
1,9,0,0.4615
1,9,1,0.55025
1,9,2,0.6335
1,9,3,0.68875
1,9,4,0.66625
1,9,5,0.57375
1,9,6,0.47775
1,9,7,0.536
1,9,8,1.31625
1,9,9,1.39925
1,9,10,0.9725
1,9,11,0.8002499999999999
1,9,12,0.8140000000000001
1,9,13,0.57475
1,9,14,0.5850000000000003
1,9,15,0.6085
1,9,16,0.583
1,9,17,0.8520000000000001
1,9,18,1.6455
1,9,19,1.1505
1,9,20,0.56225
1,9,21,0.45449999999999996
1,9,22,0.6659999999999999
1,9,23,0.361
1,10,0,0.44325000000000003
1,10,1,0.56725
1,10,2,0.319
