month,day,hour,total power usage (kW)
1,1,0,4.465
1,1,1,2.6627500000000004
1,1,2,3.69775
1,1,3,3.6300000000000003
1,1,4,2.222
1,1,5,3.4162499999999993
1,1,6,4.01875
1,1,7,3.62075
1,1,8,2.83125
1,1,9,2.94175
1,1,10,2.639
1,1,11,2.117
1,1,12,4.33625
1,1,13,2.3280000000000003
1,1,14,2.41025
1,1,15,1.87825
1,1,16,1.20025
1,1,17,3.594
1,1,18,3.4410000000000003
1,1,19,3.9537500000000003
1,1,20,4.85125
1,1,21,3.0172499999999998
1,1,22,4.6215
1,1,23,3.25225
1,2,0,2.6395
1,2,1,3.52025
1,2,2,3.36625
1,2,3,3.40475
1,2,4,2.028
1,2,5,3.86975
1,2,6,2.5467500000000003
1,2,7,3.22675
1,2,8,3.5789999999999997
1,2,9,3.4805
1,2,10,1.85075
1,2,11,3.7057499999999997
1,2,12,2.16075
1,2,13,2.1672499999999997
1,2,14,4.2540000000000004
1,2,15,1.9175
1,2,16,3.177250000000001
1,2,17,2.32225
1,2,18,4.36
1,2,19,3.6710000000000003
1,2,20,4.659750000000001
1,2,21,4.2995
1,2,22,4.629
1,2,23,4.0435
1,3,0,3.7037500000000003
1,3,1,2.83625
1,3,2,3.681
1,3,3,4.07525
1,3,4,3.9515000000000002
1,3,5,4.33025
1,3,6,3.55025
1,3,7,4.367
1,3,8,4.55825
1,3,9,3.7782500000000003
1,3,10,2.06575
1,3,11,1.8444999999999998
1,3,12,0.8992500000000001
1,3,13,2.6065
1,3,14,0.842
1,3,15,0.864
1,3,16,0.2935
1,3,17,2.641
1,3,18,2.8605
1,3,19,2.9985
1,3,20,2.8987499999999997
1,3,21,2.36375
1,3,22,3.104
1,3,23,1.72725
1,4,0,2.1012500000000003
1,4,1,2.32275
1,4,2,2.6039999999999996
1,4,3,3.741
1,4,4,1.8804999999999998
1,4,5,3.3000000000000007
1,4,6,3.9187499999999997
1,4,7,2.4522500000000003
1,4,8,2.05125
1,4,9,3.219
1,4,10,1.16625
1,4,11,0.982
1,4,12,0.78275
1,4,13,2.06575
1,4,14,1.54
1,4,15,1.45275
1,4,16,1.5122499999999999
1,4,17,0.8045000000000001
1,4,18,0.75025
1,4,19,2.451
1,4,20,1.11675
1,4,21,2.68
1,4,22,2.6252500000000003
1,4,23,2.48675
1,5,0,0.3695
1,5,1,1.9512500000000004
1,5,2,2.0287499999999996
1,5,3,1.9265
1,5,4,1.8895
1,5,5,2.0
1,5,6,2.2129999999999996
1,5,7,1.8162500000000004
1,5,8,2.0945
1,5,9,0.39649999999999996
1,5,10,2.12325
1,5,11,0.5725
1,5,12,0.26775
1,5,13,0.6074999999999999
1,5,14,0.44125
1,5,15,0.25775
1,5,16,0.9149999999999998
1,5,17,0.49624999999999997
1,5,18,2.4764999999999997
1,5,19,1.2037499999999999
1,5,20,1.6385
1,5,21,1.22475
1,5,22,0.9235
1,5,23,1.944
1,6,0,1.79875
1,6,1,1.8065000000000002
1,6,2,1.985
1,6,3,2.54625
1,6,4,1.9335
1,6,5,1.835
1,6,6,2.0282500000000003
1,6,7,3.18325
1,6,8,1.85125
1,6,9,1.053
1,6,10,1.81475
1,6,11,1.6475000000000006
1,6,12,0.6405000000000001
1,6,13,0.744
1,6,14,0.52525
1,6,15,0.37625
1,6,16,0.2525
1,6,17,0.255
1,6,18,0.64525
1,6,19,1.9937500000000001
1,6,20,1.014
1,6,21,0.8280000000000001
1,6,22,2.6775
1,6,23,1.14775
1,7,0,0.34225
1,7,1,1.8112500000000005
1,7,2,0.3285
1,7,3,0.34024999999999994
1,7,4,2.38875
1,7,5,0.352
1,7,6,1.7607500000000003
1,7,7,0.605
1,7,8,0.45399999999999996
1,7,9,0.53625
1,7,10,1.77325
1,7,11,0.39125
1,7,12,0.49374999999999997
1,7,13,0.41625
1,7,14,0.4325
1,7,15,0.9954999999999999
1,7,16,0.4315
1,7,17,0.37475
1,7,18,0.43574999999999997
1,7,19,0.5482499999999999
1,7,20,0.64275
1,7,21,0.5439999999999999
1,7,22,1.10325
1,7,23,0.36424999999999996
1,8,0,0.345
1,8,1,1.8960000000000001
1,8,2,0.36050000000000004
1,8,3,1.8655
1,8,4,1.33675
1,8,5,0.9495
1,8,6,1.856
1,8,7,2.54875
1,8,8,0.35124999999999995
1,8,9,0.47550000000000003
1,8,10,0.34900000000000003
1,8,11,0.256
1,8,12,0.45375
1,8,13,0.40399999999999997
1,8,14,0.30675
1,8,15,0.25375000000000003
1,8,16,0.2415
1,8,17,0.763
1,8,18,0.39050000000000007
1,8,19,0.695
1,8,20,0.7100000000000001
1,8,21,0.6212500000000001
1,8,22,0.56375
1,8,23,0.3705
1,9,0,1.91675
1,9,1,2.3015
1,9,2,0.46325000000000005
1,9,3,2.11125
1,9,4,1.9797500000000001
1,9,5,1.8377499999999998
1,9,6,2.08125
1,9,7,2.2744999999999997
1,9,8,2.6467500000000004
1,9,9,0.348
1,9,10,0.2905
1,9,11,0.36775
1,9,12,0.5335
1,9,13,0.34225
1,9,14,0.30875
1,9,15,0.281
1,9,16,0.27975
1,9,17,0.32675
1,9,18,0.31325
1,9,19,0.886
1,9,20,0.493
1,9,21,0.5062500000000001
1,9,22,0.561
1,9,23,0.5165
1,10,0,1.98075
1,10,1,1.7535
1,10,2,0.8392499999999999
