month,day,hour,total power usage (kW)
1,1,0,2.5475000000000003
1,1,1,0.0
1,1,2,2.8392500000000003
1,1,3,2.873
1,1,4,2.87875
1,1,5,2.8840000000000003
1,1,6,2.4335
1,1,7,2.3425000000000002
1,1,8,2.38875
1,1,9,2.3465
1,1,10,2.4165
1,1,11,2.77925
1,1,12,2.9755000000000003
1,1,13,3.2439999999999998
1,1,14,2.6635
1,1,15,5.1495
1,1,16,6.840999999999999
1,1,17,6.068250000000001
1,1,18,2.8715000000000006
1,1,19,2.862
1,1,20,2.8877500000000005
1,1,21,4.27725
1,1,22,2.63325
1,1,23,3.0302500000000006
1,2,0,3.1195000000000004
1,2,1,3.2692500000000004
1,2,2,3.2705
1,2,3,3.227
1,2,4,3.3847500000000004
1,2,5,3.3555000000000006
1,2,6,3.31
1,2,7,2.8375
1,2,8,3.118
1,2,9,3.324
1,2,10,6.986249999999999
1,2,11,3.66425
1,2,12,4.53875
1,2,13,3.2460000000000004
1,2,14,3.0125
1,2,15,3.3104999999999998
1,2,16,3.2847500000000003
1,2,17,3.7275
1,2,18,8.243
1,2,19,4.696999999999999
1,2,20,2.52775
1,2,21,1.41175
1,2,22,2.95025
1,2,23,3.4177500000000003
1,3,0,3.5825000000000005
1,3,1,3.2585
1,3,2,2.91275
1,3,3,2.958
1,3,4,3.1045
1,3,5,3.23225
1,3,6,3.18525
1,3,7,3.29775
1,3,8,2.4642500000000003
1,3,9,2.592
1,3,10,2.38075
1,3,11,4.6114999999999995
1,3,12,2.74725
1,3,13,3.08725
1,3,14,2.18475
1,3,15,0.998
1,3,16,1.14025
1,3,17,0.61825
1,3,18,3.2567500000000003
1,3,19,1.2195
1,3,20,0.8694999999999999
1,3,21,0.5497500000000001
1,3,22,0.81725
1,3,23,0.68775
1,4,0,0.674
1,4,1,0.5734999999999999
1,4,2,0.3045
1,4,3,0.508
1,4,4,0.73075
1,4,5,0.98425
1,4,6,0.612
1,4,7,0.59125
1,4,8,0.30975
1,4,9,0.3814999999999999
1,4,10,0.35099999999999976
1,4,11,0.37750000000000006
1,4,12,0.5727499999999999
1,4,13,0.6032499999999997
1,4,14,0.8779999999999997
1,4,15,0.7915
1,4,16,1.339
1,4,17,0.95875
1,4,18,0.837
1,4,19,1.70875
1,4,20,4.86575
1,4,21,4.337249999999999
1,4,22,1.194
1,4,23,0.7592500000000001
1,5,0,0.6459999999999999
1,5,1,0.50425
1,5,2,0.29
1,5,3,0.31675
1,5,4,0.39075000000000004
1,5,5,0.99575
1,5,6,0.532
1,5,7,0.679
1,5,8,0.5497500000000001
1,5,9,0.9289999999999999
1,5,10,0.65025
1,5,11,0.40274999999999994
1,5,12,0.43525000000000014
1,5,13,0.3202499999999999
1,5,14,0.51625
1,5,15,0.6017499999999998
1,5,16,0.7767499999999999
1,5,17,0.75725
1,5,18,0.3642500000000001
1,5,19,0.474
1,5,20,4.08425
1,5,21,1.4292500000000001
1,5,22,0.97275
1,5,23,0.80675
1,6,0,0.74325
1,6,1,0.68875
1,6,2,0.49149999999999994
1,6,3,0.57925
1,6,4,0.45275000000000004
1,6,5,0.9500000000000002
1,6,6,0.48850000000000005
1,6,7,0.36200000000000004
1,6,8,0.48974999999999996
1,6,9,0.69875
1,6,10,0.825
1,6,11,1.3117500000000004
1,6,12,1.2465000000000002
1,6,13,0.5774999999999999
1,6,14,0.31275000000000003
1,6,15,0.31175
1,6,16,0.30050000000000004
1,6,17,0.27625
1,6,18,0.27275
1,6,19,0.3015
1,6,20,0.28300000000000003
1,6,21,0.544
1,6,22,1.65375
1,6,23,1.04075
1,7,0,0.8890000000000001
1,7,1,0.7505000000000001
1,7,2,0.496
1,7,3,0.4695
1,7,4,0.46175
1,7,5,0.48750000000000004
1,7,6,0.453
1,7,7,0.49225
1,7,8,0.457
1,7,9,0.534
1,7,10,0.57825
1,7,11,2.6165000000000003
1,7,12,0.808
1,7,13,0.33225
1,7,14,1.063
1,7,15,1.08525
1,7,16,1.175
1,7,17,1.84875
1,7,18,3.09875
1,7,19,1.1357499999999998
1,7,20,1.2622499999999999
1,7,21,1.0942500000000002
1,7,22,0.8477500000000001
1,7,23,0.8592499999999998
1,8,0,0.97575
1,8,1,0.66225
1,8,2,0.35574999999999996
1,8,3,0.31425
1,8,4,0.29775
1,8,5,0.296
1,8,6,0.6937499999999999
1,8,7,0.6967500000000001
1,8,8,0.55175
1,8,9,0.6132500000000001
1,8,10,0.44000000000000006
1,8,11,1.31575
1,8,12,1.4250000000000003
1,8,13,1.5164999999999997
1,8,14,1.22925
1,8,15,0.7250000000000001
1,8,16,1.2810000000000001
1,8,17,3.34025
1,8,18,2.3512500000000003
1,8,19,1.0625000000000002
1,8,20,1.25225
1,8,21,1.2595000000000003
1,8,22,2.4610000000000003
1,8,23,2.4682500000000003
1,9,0,0.8047500000000001
1,9,1,0.36174999999999996
1,9,2,3.1294999999999997
1,9,3,0.6665
1,9,4,0.392
1,9,5,0.4585
1,9,6,1.2925
1,9,7,1.9297499999999999
1,9,8,0.49525
1,9,9,0.6657500000000001
1,9,10,0.3437500000000001
1,9,11,0.32799999999999996
1,9,12,0.31375
1,9,13,0.3995000000000001
1,9,14,0.33525000000000005
1,9,15,2.59725
1,9,16,3.579
1,9,17,1.9692500000000002
1,9,18,1.16825
1,9,19,6.1122499999999995
1,9,20,2.7195000000000005
1,9,21,0.8472500000000001
1,9,22,2.5325
1,9,23,2.237
1,10,0,0.7305
1,10,1,0.3725
1,10,2,0.4764999999999999
1,10,3,0.36975
1,10,4,0.359
1,10,5,0.44725
1,10,6,0.56775
1,10,7,2.585
1,10,8,2.43075
1,10,9,1.35675
1,10,10,0.39499999999999996
1,10,11,0.50525
1,10,12,1.9155
1,10,13,0.29324999999999984
1,10,14,0.3122499999999999
1,10,15,0.3040000000000002
1,10,16,0.41025000000000006
1,10,17,0.48975
1,10,18,0.899
1,10,19,1.089
1,10,20,1.00375
1,10,21,1.1545
1,10,22,1.2225000000000001
1,10,23,1.3935
1,11,0,4.03775
1,11,1,0.33299999999999996
1,11,2,0.32425
1,11,3,0.32525
1,11,4,0.32575
1,11,5,0.3245
1,11,6,0.47050000000000003
1,11,7,1.2257500000000001
1,11,8,1.3947500000000002
1,11,9,0.39149999999999996
1,11,10,0.38974999999999993
1,11,11,0.45625
1,11,12,0.3617499999999999
1,11,13,0.3580000000000001
1,11,14,0.5085
1,11,15,0.7889999999999999
1,11,16,0.6447499999999999
1,11,17,0.552
1,11,18,0.8735
1,11,19,3.4265000000000003
1,11,20,3.2827499999999996
1,11,21,1.11075
1,11,22,0.8182499999999999
1,11,23,1.0157499999999997
1,12,0,0.96575
1,12,1,0.8432499999999999
1,12,2,0.39999999999999997
1,12,3,0.29925
1,12,4,0.383
1,12,5,1.06175
1,12,6,0.7015
1,12,7,0.592
1,12,8,0.3460000000000001
1,12,9,0.8974999999999999
1,12,10,0.8782500000000001
1,12,11,0.7410000000000001
1,12,12,0.7117500000000002
1,12,13,0.7652500000000001
1,12,14,0.8460000000000003
1,12,15,0.6762500000000001
1,12,16,0.8375000000000001
1,12,17,0.5944999999999999
1,12,18,0.52675
1,12,19,0.45325
1,12,20,0.6859999999999999
1,12,21,1.04225
1,12,22,0.99175
1,12,23,1.03125
1,13,0,0.6475
1,13,1,0.5402500000000001
1,13,2,0.5435000000000001
1,13,3,0.7240000000000001
1,13,4,0.6857500000000001
1,13,5,0.9755
1,13,6,0.5479999999999999
1,13,7,0.615
1,13,8,0.432
1,13,9,0.5154999999999998
1,13,10,0.3597500000000002
1,13,11,0.4890000000000001
1,13,12,0.7542500000000002
1,13,13,1.8850000000000002
1,13,14,1.6035000000000001
1,13,15,0.8575
1,13,16,0.4575
1,13,17,0.33225000000000005
1,13,18,0.344
1,13,19,0.31325
1,13,20,0.39474999999999993
1,13,21,0.73675
1,13,22,1.102
1,13,23,0.9022500000000001
1,14,0,0.7540000000000001
1,14,1,0.62025
1,14,2,0.49475
1,14,3,0.49275
1,14,4,0.58225
1,14,5,1.2195
1,14,6,0.59475
1,14,7,0.39625
1,14,8,0.38575000000000004
1,14,9,0.7290000000000001
1,14,10,1.6680000000000001
1,14,11,0.33550000000000013
1,14,12,0.3290000000000004
1,14,13,0.5580000000000003
1,14,14,0.6080000000000002
1,14,15,0.7015
1,14,16,1.29975
1,14,17,3.06025
1,14,18,3.05225
1,14,19,1.19075
1,14,20,1.23275
1,14,21,1.2445
1,14,22,0.844
1,14,23,0.6692500000000001
1,15,0,0.37899999999999995
1,15,1,0.46599999999999997
1,15,2,0.5049999999999999
1,15,3,0.69975
1,15,4,0.44225000000000003
1,15,5,0.9702500000000001
1,15,6,0.49424999999999997
1,15,7,0.47875
1,15,8,0.49475
1,15,9,0.2852500000000001
1,15,10,0.29549999999999993
1,15,11,0.57075
1,15,12,0.78775
1,15,13,0.675
1,15,14,1.27525
1,15,15,1.4692500000000002
1,15,16,0.51975
1,15,17,0.39075000000000004
1,15,18,1.5757500000000002
1,15,19,0.7307499999999999
1,15,20,0.951
1,15,21,0.69875
1,15,22,0.7160000000000001
